,S_no,center_id,center_name,csa,cva,hol,awareness,crowd
1982,1982,119,DHARAN HOSPITAL,131,170,1,0.35,0.4370157648976731
1983,1983,119,DHARAN HOSPITAL,0,65,1,0.35,0.6935398020913107
1984,1984,119,DHARAN HOSPITAL,74,96,1,0.35,0.4866443957761074
1985,1985,119,DHARAN HOSPITAL,74,37,1,0.35,0.47084856183743795
1986,1986,119,DHARAN HOSPITAL,106,156,1,0.35,0.49560747018306045
1987,1987,119,DHARAN HOSPITAL,10,195,1,0.35,0.6193585881479645
1988,1988,119,DHARAN HOSPITAL,59,163,1,0.35,0.4967170380311649
1989,1989,119,DHARAN HOSPITAL,57,27,1,0.35,0.49947939865020513
1990,1990,119,DHARAN HOSPITAL,13,140,1,0.35,0.5923810560541882
1991,1991,119,DHARAN HOSPITAL,77,124,1,0.35,0.5642983268156705
1992,1992,119,DHARAN HOSPITAL,58,64,1,0.35,0.5641613923266031
1993,1993,119,DHARAN HOSPITAL,162,129,1,0.35,0.4919790806448884
1994,1994,119,DHARAN HOSPITAL,141,163,1,0.35,0.4421669258954016
1995,1995,119,DHARAN HOSPITAL,125,110,1,0.35,0.4356219281069332
1996,1996,119,DHARAN HOSPITAL,8,82,1,0.35,0.6380344364111562
1997,1997,119,DHARAN HOSPITAL,198,30,1,0.35,0.47265338740201956
1998,1998,119,DHARAN HOSPITAL,175,191,1,0.35,0.4550917102458196
1999,1999,119,DHARAN HOSPITAL,192,106,1,0.35,0.3884282928531934
2000,2000,120,SARAVANA HOSPITAL,166,132,0,0.46,0.26022276978461056
2001,2001,120,SARAVANA HOSPITAL,77,39,0,0.46,0.29813866088524427
2002,2002,120,SARAVANA HOSPITAL,143,12,0,0.46,0.3409808792447428
2003,2003,120,SARAVANA HOSPITAL,81,101,0,0.46,0.27126620930954526
2004,2004,120,SARAVANA HOSPITAL,100,2,0,0.46,0.3370731974549044
2005,2005,120,SARAVANA HOSPITAL,180,179,0,0.46,0.25445176111686285
2006,2006,120,SARAVANA HOSPITAL,36,60,0,0.46,0.28986035798289633
2007,2007,120,SARAVANA HOSPITAL,41,9,0,0.46,0.3176701498306939
2008,2008,120,SARAVANA HOSPITAL,74,187,0,0.46,0.3230801673084459
2009,2009,120,SARAVANA HOSPITAL,137,114,0,0.46,0.2553625308017186
2010,2010,120,SARAVANA HOSPITAL,88,112,0,0.46,0.2942088610214485
2011,2011,120,SARAVANA HOSPITAL,125,91,0,0.46,0.23115282860041986
2012,2012,120,SARAVANA HOSPITAL,94,189,0,0.46,0.2501636191738021
2013,2013,120,SARAVANA HOSPITAL,83,16,0,0.46,0.3228569049594059
2014,2014,120,SARAVANA HOSPITAL,124,34,0,0.46,0.32427926835335397
2015,2015,120,SARAVANA HOSPITAL,3,187,0,0.46,0.43868833303729443
2016,2016,120,SARAVANA HOSPITAL,59,179,0,0.46,0.3639754795990382
2017,2017,120,SARAVANA HOSPITAL,63,60,0,0.46,0.37583593676165117
2018,2018,120,SARAVANA HOSPITAL,9,109,0,0.46,0.331162271854661
2019,2019,120,SARAVANA HOSPITAL,176,186,0,0.46,0.25950290229099227
2020,2020,120,SARAVANA HOSPITAL,122,126,0,0.46,0.3109916484594898
2021,2021,120,SARAVANA HOSPITAL,64,13,0,0.46,0.3604631064207082
2022,2022,120,SARAVANA HOSPITAL,174,144,0,0.46,0.24998041619687297
2023,2023,120,SARAVANA HOSPITAL,14,34,0,0.46,0.4682846485768018
2024,2024,120,SARAVANA HOSPITAL,72,118,0,0.46,0.3083547224158883
2025,2025,120,SARAVANA HOSPITAL,87,93,0,0.46,0.29559110308649883
2026,2026,120,SARAVANA HOSPITAL,169,125,0,0.46,0.2636361581785164
2027,2027,120,SARAVANA HOSPITAL,169,172,0,0.46,0.27462919853504936
2028,2028,120,SARAVANA HOSPITAL,62,111,0,0.46,0.4723876519852013
2029,2029,120,SARAVANA HOSPITAL,92,40,0,0.46,0.4031119927775053
2030,2030,120,SARAVANA HOSPITAL,151,81,0,0.46,0.2602344360726947
2031,2031,120,SARAVANA HOSPITAL,98,170,0,0.46,0.3036897944288136
2032,2032,120,SARAVANA HOSPITAL,195,162,0,0.46,0.24668446478908862
2033,2033,120,SARAVANA HOSPITAL,193,186,0,0.46,0.232857660981738
2034,2034,120,SARAVANA HOSPITAL,195,166,0,0.46,0.2580339434941938
2035,2035,120,SARAVANA HOSPITAL,91,149,0,0.46,0.3453889196857881
2036,2036,120,SARAVANA HOSPITAL,173,128,0,0.46,0.3490232013348261
2037,2037,120,SARAVANA HOSPITAL,125,95,0,0.46,0.2563895068849569
2038,2038,120,SARAVANA HOSPITAL,149,16,0,0.46,0.2753989769377583
2039,2039,120,SARAVANA HOSPITAL,144,96,0,0.46,0.23217482916552107
2040,2040,120,SARAVANA HOSPITAL,128,174,0,0.46,0.262928970272926
2041,2041,120,SARAVANA HOSPITAL,164,103,0,0.46,0.22871298661064324
2042,2042,120,SARAVANA HOSPITAL,27,155,0,0.46,0.30915462143584377
2043,2043,120,SARAVANA HOSPITAL,176,45,0,0.46,0.2781734953454258
2044,2044,120,SARAVANA HOSPITAL,127,128,0,0.46,0.2853204343590069
2045,2045,120,SARAVANA HOSPITAL,190,1,0,0.46,0.30625816737604794
2046,2046,120,SARAVANA HOSPITAL,85,36,0,0.46,0.32957709942929947
2047,2047,120,SARAVANA HOSPITAL,66,4,0,0.46,0.5164481573365769
2048,2048,120,SARAVANA HOSPITAL,23,168,0,0.46,0.4063003775174695
2049,2049,120,SARAVANA HOSPITAL,129,177,0,0.46,0.2725135329677865
2050,2050,120,SARAVANA HOSPITAL,182,68,1,0.46,0.4646320946813481
2051,2051,120,SARAVANA HOSPITAL,43,85,1,0.46,0.5881008829983021
2052,2052,120,SARAVANA HOSPITAL,51,23,1,0.46,0.6792684066212771
2053,2053,120,SARAVANA HOSPITAL,58,68,1,0.46,0.5878060242453228
2054,2054,120,SARAVANA HOSPITAL,10,9,1,0.46,0.7255576272131236
2055,2055,120,SARAVANA HOSPITAL,84,29,1,0.46,0.5638371908706021
2056,2056,120,SARAVANA HOSPITAL,1,74,1,0.46,0.5428719500421607
2057,2057,120,SARAVANA HOSPITAL,198,108,1,0.46,0.4624880083324554
2058,2058,120,SARAVANA HOSPITAL,85,170,1,0.46,0.5634335395884925
2059,2059,120,SARAVANA HOSPITAL,85,20,1,0.46,0.5903150143349355
2060,2060,120,SARAVANA HOSPITAL,145,10,1,0.46,0.5546566027189737
2061,2061,120,SARAVANA HOSPITAL,29,64,1,0.46,0.6008016193242464
2062,2062,120,SARAVANA HOSPITAL,50,109,1,0.46,0.4782588831738335
2063,2063,120,SARAVANA HOSPITAL,39,34,1,0.46,0.6701849697950882
2064,2064,120,SARAVANA HOSPITAL,109,154,1,0.46,0.49542012476432407
2065,2065,120,SARAVANA HOSPITAL,33,125,1,0.46,0.6938549213772112
2066,2066,120,SARAVANA HOSPITAL,14,13,1,0.46,0.7392830589415418
2067,2067,120,SARAVANA HOSPITAL,36,181,1,0.46,0.47846510728558006
2068,2068,120,SARAVANA HOSPITAL,0,119,1,0.46,0.6238776043282923
2069,2069,120,SARAVANA HOSPITAL,94,26,1,0.46,0.5509883564727917
2070,2070,120,SARAVANA HOSPITAL,53,163,1,0.46,0.5922045304700608
2071,2071,120,SARAVANA HOSPITAL,62,86,1,0.46,0.5680275483197835
2072,2072,120,SARAVANA HOSPITAL,156,177,1,0.46,0.5224442096023207
2073,2073,120,SARAVANA HOSPITAL,54,78,1,0.46,0.5564548058368921
2074,2074,120,SARAVANA HOSPITAL,109,93,1,0.46,0.4980302797582434
2075,2075,120,SARAVANA HOSPITAL,172,129,1,0.46,0.46418108939065966
2076,2076,120,SARAVANA HOSPITAL,130,46,1,0.46,0.5168630289017685
2077,2077,120,SARAVANA HOSPITAL,176,177,1,0.46,0.5118972359918567
2078,2078,120,SARAVANA HOSPITAL,130,77,1,0.46,0.44714945390968386
2079,2079,120,SARAVANA HOSPITAL,142,102,1,0.46,0.4613921326511906
2080,2080,120,SARAVANA HOSPITAL,33,88,1,0.46,0.6569265505036916
2081,2081,120,SARAVANA HOSPITAL,84,162,1,0.46,0.5003095227220132
2082,2082,120,SARAVANA HOSPITAL,9,70,1,0.46,0.6373322433617801
2083,2083,120,SARAVANA HOSPITAL,67,125,1,0.46,0.5894900706141487
2084,2084,120,SARAVANA HOSPITAL,7,74,1,0.46,0.5603492674357421
2085,2085,120,SARAVANA HOSPITAL,29,14,1,0.46,0.6627542621062609
2086,2086,120,SARAVANA HOSPITAL,139,153,1,0.46,0.5151179516610775
2087,2087,120,SARAVANA HOSPITAL,193,4,1,0.46,0.5603737702099526
2088,2088,120,SARAVANA HOSPITAL,199,87,1,0.46,0.46594469999442734
2089,2089,120,SARAVANA HOSPITAL,24,12,1,0.46,0.7468602308862903
2090,2090,120,SARAVANA HOSPITAL,45,79,1,0.46,0.49506051910390414
2091,2091,120,SARAVANA HOSPITAL,118,120,1,0.46,0.5958264261412983
2092,2092,120,SARAVANA HOSPITAL,170,52,1,0.46,0.46377372808095074
2093,2093,120,SARAVANA HOSPITAL,52,69,1,0.46,0.574207494077339
2094,2094,120,SARAVANA HOSPITAL,197,178,1,0.46,0.49192962383157357
2095,2095,120,SARAVANA HOSPITAL,68,89,1,0.46,0.4988214323201434
2096,2096,120,SARAVANA HOSPITAL,58,98,1,0.46,0.5192783711269067
2097,2097,120,SARAVANA HOSPITAL,128,51,1,0.46,0.5119563959140089
2098,2098,120,SARAVANA HOSPITAL,146,58,1,0.46,0.4781726711853464
2099,2099,120,SARAVANA HOSPITAL,49,19,1,0.46,0.6406179631488491
2100,2100,121,R R Hospital,187,17,0,0.06,0.2665199815954111
2101,2101,121,R R Hospital,143,93,0,0.06,0.13552220871984044
2102,2102,121,R R Hospital,121,65,0,0.06,0.16804107339015278
2103,2103,121,R R Hospital,81,52,0,0.06,0.23584483500327558
2104,2104,121,R R Hospital,126,145,0,0.06,0.18087966812226003
2105,2105,121,R R Hospital,1,19,0,0.06,0.3859095898656514
2106,2106,121,R R Hospital,174,77,0,0.06,0.14455200580828484
2107,2107,121,R R Hospital,59,129,0,0.06,0.1966110945652822
2108,2108,121,R R Hospital,172,144,0,0.06,0.21037862895904438
2109,2109,121,R R Hospital,179,62,0,0.06,0.19520727392380302
2110,2110,121,R R Hospital,96,70,0,0.06,0.19548618323831565
2111,2111,121,R R Hospital,154,25,0,0.06,0.29294810466586396
2112,2112,121,R R Hospital,24,177,0,0.06,0.2933954565260529
2113,2113,121,R R Hospital,39,119,0,0.06,0.2835396333074669
2114,2114,121,R R Hospital,144,126,0,0.06,0.16661951213072912
2115,2115,121,R R Hospital,169,134,0,0.06,0.19663407782150055
2116,2116,121,R R Hospital,102,131,0,0.06,0.27510290292747797
2117,2117,121,R R Hospital,161,5,0,0.06,0.30578445210949357
2118,2118,121,R R Hospital,75,120,0,0.06,0.2496111357660875
2119,2119,121,R R Hospital,121,98,0,0.06,0.17810528314706214
2120,2120,121,R R Hospital,46,134,0,0.06,0.28428950665322733
2121,2121,121,R R Hospital,79,120,0,0.06,0.2521809840150776
2122,2122,121,R R Hospital,118,186,0,0.06,0.15466670191499732
2123,2123,121,R R Hospital,74,172,0,0.06,0.24967218255128687
2124,2124,121,R R Hospital,59,143,0,0.06,0.23883357644159237
2125,2125,121,R R Hospital,150,107,0,0.06,0.11668820248135757
2126,2126,121,R R Hospital,106,15,0,0.06,0.23181256781276854
2127,2127,121,R R Hospital,150,43,0,0.06,0.1915915449394744
2128,2128,121,R R Hospital,186,34,0,0.06,0.19734095252886802
2129,2129,121,R R Hospital,51,95,0,0.06,0.18230139188040434
2130,2130,121,R R Hospital,171,123,0,0.06,0.28045364720441446
2131,2131,121,R R Hospital,196,103,0,0.06,0.12104957462894071
2132,2132,121,R R Hospital,3,189,0,0.06,0.20256562124048422
2133,2133,121,R R Hospital,13,164,0,0.06,0.3000414569150345
2134,2134,121,R R Hospital,80,19,0,0.06,0.21842258565300016
2135,2135,121,R R Hospital,130,141,0,0.06,0.18685739951448033
2136,2136,121,R R Hospital,60,109,0,0.06,0.19337138576903296
2137,2137,121,R R Hospital,154,59,0,0.06,0.26371024684181427
2138,2138,121,R R Hospital,124,197,0,0.06,0.15510637343422146
2139,2139,121,R R Hospital,140,189,0,0.06,0.14175136970505514
2140,2140,121,R R Hospital,64,152,0,0.06,0.28410602207168434
2141,2141,121,R R Hospital,93,77,0,0.06,0.16547523131593897
2142,2142,121,R R Hospital,53,96,0,0.06,0.27476451176513694
2143,2143,121,R R Hospital,188,46,0,0.06,0.18999292761439407
2144,2144,121,R R Hospital,31,167,0,0.06,0.2364709014699987
2145,2145,121,R R Hospital,158,162,0,0.06,0.21426566119052357
2146,2146,121,R R Hospital,71,69,0,0.06,0.24208845179778402
2147,2147,121,R R Hospital,79,116,0,0.06,0.25197721780834925
2148,2148,121,R R Hospital,15,40,0,0.06,0.38958793069637027
2149,2149,121,R R Hospital,115,143,0,0.06,0.2032214661702315
2150,2150,121,R R Hospital,16,145,1,0.06,0.4771784417185995
2151,2151,121,R R Hospital,63,101,1,0.06,0.47732567993652697
2152,2152,121,R R Hospital,35,149,1,0.06,0.4693619539365357
2153,2153,121,R R Hospital,100,127,1,0.06,0.40730331180462764
2154,2154,121,R R Hospital,43,68,1,0.06,0.5417733237980055
2155,2155,121,R R Hospital,88,191,1,0.06,0.4288202860279868
2156,2156,121,R R Hospital,118,7,1,0.06,0.4518628317046568
2157,2157,121,R R Hospital,34,65,1,0.06,0.568735428230764
2158,2158,121,R R Hospital,181,11,1,0.06,0.45226014752443977
2159,2159,121,R R Hospital,43,137,1,0.06,0.5423893126743295
2160,2160,121,R R Hospital,26,90,1,0.06,0.5774197750470639
2161,2161,121,R R Hospital,29,138,1,0.06,0.4597633372148615
2162,2162,121,R R Hospital,168,76,1,0.06,0.4174977029112659
2163,2163,121,R R Hospital,78,88,1,0.06,0.5002895543837316
2164,2164,121,R R Hospital,102,148,1,0.06,0.397063667303659
2165,2165,121,R R Hospital,158,47,1,0.06,0.4499919305769847
2166,2166,121,R R Hospital,3,146,1,0.06,0.673143210587717
2167,2167,121,R R Hospital,57,56,1,0.06,0.5206230637889641
2168,2168,121,R R Hospital,28,53,1,0.06,0.45705421683466263
2169,2169,121,R R Hospital,38,26,1,0.06,0.43555540740560195
2170,2170,121,R R Hospital,70,197,1,0.06,0.4115098096392416
2171,2171,121,R R Hospital,181,151,1,0.06,0.4101784680060891
2172,2172,121,R R Hospital,5,129,1,0.06,0.6144810144617145
2173,2173,121,R R Hospital,108,57,1,0.06,0.3961238445455988
2174,2174,121,R R Hospital,70,87,1,0.06,0.5065284075820218
2175,2175,121,R R Hospital,115,157,1,0.06,0.36179899173141755
2176,2176,121,R R Hospital,14,184,1,0.06,0.4559667572153288
2177,2177,121,R R Hospital,121,80,1,0.06,0.40804772079973245
2178,2178,121,R R Hospital,33,21,1,0.06,0.4697054419686665
2179,2179,121,R R Hospital,168,104,1,0.06,0.3481799780436594
2180,2180,121,R R Hospital,93,164,1,0.06,0.4504965858253903
2181,2181,121,R R Hospital,4,84,1,0.06,0.5635876001025817
2182,2182,121,R R Hospital,64,145,1,0.06,0.4748490629405012
2183,2183,121,R R Hospital,124,8,1,0.06,0.5032241656311214
2184,2184,121,R R Hospital,64,142,1,0.06,0.48518545902171184
2185,2185,121,R R Hospital,133,192,1,0.06,0.3678304043739437
2186,2186,121,R R Hospital,45,97,1,0.06,0.4574728523288738
2187,2187,121,R R Hospital,114,178,1,0.06,0.42424362121557374
2188,2188,121,R R Hospital,108,28,1,0.06,0.46588068631655744
2189,2189,121,R R Hospital,132,150,1,0.06,0.40415752846931186
2190,2190,121,R R Hospital,76,15,1,0.06,0.5241928686722814
2191,2191,121,R R Hospital,149,131,1,0.06,0.3897097374493271
2192,2192,121,R R Hospital,159,183,1,0.06,0.40624963572099904
2193,2193,121,R R Hospital,58,68,1,0.06,0.48318767313144567
2194,2194,121,R R Hospital,93,133,1,0.06,0.5093648118279781
2195,2195,121,R R Hospital,140,47,1,0.06,0.40869595240182327
2196,2196,121,R R Hospital,78,182,1,0.06,0.3920791729807356
2197,2197,121,R R Hospital,16,117,1,0.06,0.5520772521177025
2198,2198,121,R R Hospital,9,72,1,0.06,0.4871140315005124
2199,2199,121,R R Hospital,67,100,1,0.06,0.4312882981579357
2200,2200,122,Rahavendhar Hospital,87,151,0,0.92,0.42594951743459164
2201,2201,122,Rahavendhar Hospital,170,104,0,0.92,0.3537177943863104
2202,2202,122,Rahavendhar Hospital,113,92,0,0.92,0.3740999131215934
2203,2203,122,Rahavendhar Hospital,111,84,0,0.92,0.38704178113906207
2204,2204,122,Rahavendhar Hospital,66,122,0,0.92,0.48660214268464563
2205,2205,122,Rahavendhar Hospital,60,121,0,0.92,0.43237467371437155
2206,2206,122,Rahavendhar Hospital,133,190,0,0.92,0.3707025818797164
2207,2207,122,Rahavendhar Hospital,153,70,0,0.92,0.36893242834815304
2208,2208,122,Rahavendhar Hospital,188,187,0,0.92,0.32532943044096463
2209,2209,122,Rahavendhar Hospital,194,99,0,0.92,0.3117869847843048
2210,2210,122,Rahavendhar Hospital,144,118,0,0.92,0.35643521867836647
2211,2211,122,Rahavendhar Hospital,146,62,0,0.92,0.37233445329123604
2212,2212,122,Rahavendhar Hospital,7,97,0,0.92,0.3913216914671868
2213,2213,122,Rahavendhar Hospital,42,123,0,0.92,0.4526492753763113
2214,2214,122,Rahavendhar Hospital,83,57,0,0.92,0.47476037401432103
2215,2215,122,Rahavendhar Hospital,98,134,0,0.92,0.4638923601168774
2216,2216,122,Rahavendhar Hospital,1,100,0,0.92,0.5329074735365928
2217,2217,122,Rahavendhar Hospital,60,7,0,0.92,0.5078026463436867
2218,2218,122,Rahavendhar Hospital,142,110,0,0.92,0.3108665333005682
2219,2219,122,Rahavendhar Hospital,77,37,0,0.92,0.4717056888016048
2220,2220,122,Rahavendhar Hospital,107,142,0,0.92,0.3859040150304865
2221,2221,122,Rahavendhar Hospital,23,56,0,0.92,0.44904143458326234
2222,2222,122,Rahavendhar Hospital,49,36,0,0.92,0.4747111289587463
2223,2223,122,Rahavendhar Hospital,69,29,0,0.92,0.4351605972861634
2224,2224,122,Rahavendhar Hospital,46,198,0,0.92,0.3551200118666703
2225,2225,122,Rahavendhar Hospital,187,26,0,0.92,0.3611689202712013
2226,2226,122,Rahavendhar Hospital,81,29,0,0.92,0.48952452509761224
2227,2227,122,Rahavendhar Hospital,35,28,0,0.92,0.5945209215190038
2228,2228,122,Rahavendhar Hospital,167,38,0,0.92,0.4727563849906128
2229,2229,122,Rahavendhar Hospital,190,115,0,0.92,0.40001518608268194
2230,2230,122,Rahavendhar Hospital,118,55,0,0.92,0.431541066674921
2231,2231,122,Rahavendhar Hospital,21,90,0,0.92,0.3809896355023258
2232,2232,122,Rahavendhar Hospital,100,42,0,0.92,0.4292357388943776
2233,2233,122,Rahavendhar Hospital,69,62,0,0.92,0.39889284304499273
2234,2234,122,Rahavendhar Hospital,188,6,0,0.92,0.393597646787972
2235,2235,122,Rahavendhar Hospital,182,132,0,0.92,0.37603385868376943
2236,2236,122,Rahavendhar Hospital,40,110,0,0.92,0.43149245779882356
2237,2237,122,Rahavendhar Hospital,75,142,0,0.92,0.4175600716579924
2238,2238,122,Rahavendhar Hospital,10,123,0,0.92,0.44583939560704666
2239,2239,122,Rahavendhar Hospital,119,107,0,0.92,0.37223452980837335
2240,2240,122,Rahavendhar Hospital,99,9,0,0.92,0.4391108419405598
2241,2241,122,Rahavendhar Hospital,145,197,0,0.92,0.3369821485659261
2242,2242,122,Rahavendhar Hospital,111,90,0,0.92,0.3606479877140626
2243,2243,122,Rahavendhar Hospital,26,133,0,0.92,0.445736219614676
2244,2244,122,Rahavendhar Hospital,104,164,0,0.92,0.3734936774515619
2245,2245,122,Rahavendhar Hospital,191,65,0,0.92,0.3640669035014157
2246,2246,122,Rahavendhar Hospital,188,4,0,0.92,0.4029810746379786
2247,2247,122,Rahavendhar Hospital,6,80,0,0.92,0.4972070999026853
2248,2248,122,Rahavendhar Hospital,114,162,0,0.92,0.3859496649836231
2249,2249,122,Rahavendhar Hospital,53,180,0,0.92,0.4172155404450674
2250,2250,122,Rahavendhar Hospital,8,197,1,0.92,0.632403492704626
2251,2251,122,Rahavendhar Hospital,100,150,1,0.92,0.6364448735482203
2252,2252,122,Rahavendhar Hospital,184,60,1,0.92,0.6260619437203158
2253,2253,122,Rahavendhar Hospital,73,191,1,0.92,0.6205866025431547
2254,2254,122,Rahavendhar Hospital,16,9,1,0.92,0.8694770935366907
2255,2255,122,Rahavendhar Hospital,69,69,1,0.92,0.7034407919031684
2256,2256,122,Rahavendhar Hospital,128,29,1,0.92,0.6291436564474444
2257,2257,122,Rahavendhar Hospital,61,27,1,0.92,0.7861931466667617
2258,2258,122,Rahavendhar Hospital,73,71,1,0.92,0.6346024337006191
2259,2259,122,Rahavendhar Hospital,168,162,1,0.92,0.6300866813483189
2260,2260,122,Rahavendhar Hospital,39,142,1,0.92,0.766326399378361
2261,2261,122,Rahavendhar Hospital,164,153,1,0.92,0.605614628802717
2262,2262,122,Rahavendhar Hospital,97,92,1,0.92,0.624479054997322
2263,2263,122,Rahavendhar Hospital,12,92,1,0.92,0.7383270183233916
2264,2264,122,Rahavendhar Hospital,118,25,1,0.92,0.6994491969404157
2265,2265,122,Rahavendhar Hospital,20,176,1,0.92,0.7659858485877562
2266,2266,122,Rahavendhar Hospital,39,119,1,0.92,0.7273688796879405
2267,2267,122,Rahavendhar Hospital,152,89,1,0.92,0.5975191272636627
2268,2268,122,Rahavendhar Hospital,10,138,1,0.92,0.7283025338100318
2269,2269,122,Rahavendhar Hospital,23,85,1,0.92,0.676945585891828
2270,2270,122,Rahavendhar Hospital,50,11,1,0.92,0.8573336824696871
2271,2271,122,Rahavendhar Hospital,92,60,1,0.92,0.6362736477059844
2272,2272,122,Rahavendhar Hospital,67,95,1,0.92,0.659872771374869
2273,2273,122,Rahavendhar Hospital,194,55,1,0.92,0.5672470167597018
2274,2274,122,Rahavendhar Hospital,105,42,1,0.92,0.6121037889185855
2275,2275,122,Rahavendhar Hospital,192,165,1,0.92,0.5720306887626101
2276,2276,122,Rahavendhar Hospital,150,104,1,0.92,0.512876318609819
2277,2277,122,Rahavendhar Hospital,71,189,1,0.92,0.6098082765258273
2278,2278,122,Rahavendhar Hospital,189,119,1,0.92,0.6305521013868286
2279,2279,122,Rahavendhar Hospital,81,56,1,0.92,0.6819900868918201
2280,2280,122,Rahavendhar Hospital,95,73,1,0.92,0.6170686935262307
2281,2281,122,Rahavendhar Hospital,102,144,1,0.92,0.678095483438326
2282,2282,122,Rahavendhar Hospital,151,77,1,0.92,0.6727465888128814
2283,2283,122,Rahavendhar Hospital,128,19,1,0.92,0.6742802062831619
2284,2284,122,Rahavendhar Hospital,174,157,1,0.92,0.5951585192638159
2285,2285,122,Rahavendhar Hospital,162,130,1,0.92,0.6582151716143869
2286,2286,122,Rahavendhar Hospital,9,120,1,0.92,0.806929794554514
2287,2287,122,Rahavendhar Hospital,153,105,1,0.92,0.5988272220170936
2288,2288,122,Rahavendhar Hospital,115,174,1,0.92,0.6114271075601174
2289,2289,122,Rahavendhar Hospital,155,93,1,0.92,0.6114365503803119
2290,2290,122,Rahavendhar Hospital,75,115,1,0.92,0.7098507389569004
2291,2291,122,Rahavendhar Hospital,14,143,1,0.92,0.702217708499383
2292,2292,122,Rahavendhar Hospital,132,90,1,0.92,0.5525353604798244
2293,2293,122,Rahavendhar Hospital,165,89,1,0.92,0.5742287268030672
2294,2294,122,Rahavendhar Hospital,37,98,1,0.92,0.6626525804609072
2295,2295,122,Rahavendhar Hospital,57,4,1,0.92,0.7857434274891478
2296,2296,122,Rahavendhar Hospital,57,66,1,0.92,0.6693847511394998
2297,2297,122,Rahavendhar Hospital,162,61,1,0.92,0.65197075477767
2298,2298,122,Rahavendhar Hospital,159,43,1,0.92,0.6664970292919095
2299,2299,122,Rahavendhar Hospital,144,121,1,0.92,0.5911959975572436
2300,2300,123,ATLAS HOSPITAL,14,108,0,0.43,0.357613545789477
2301,2301,123,ATLAS HOSPITAL,140,158,0,0.43,0.24257998532191588
2302,2302,123,ATLAS HOSPITAL,159,1,0,0.43,0.40907547792800675
2303,2303,123,ATLAS HOSPITAL,107,66,0,0.43,0.24165888329611424
2304,2304,123,ATLAS HOSPITAL,59,41,0,0.43,0.32436305085726774
2305,2305,123,ATLAS HOSPITAL,176,128,0,0.43,0.25905002175311065
2306,2306,123,ATLAS HOSPITAL,106,173,0,0.43,0.2931103366855496
2307,2307,123,ATLAS HOSPITAL,150,177,0,0.43,0.23380981171327533
2308,2308,123,ATLAS HOSPITAL,73,166,0,0.43,0.36752365465139897
2309,2309,123,ATLAS HOSPITAL,48,179,0,0.43,0.3854506205581495
2310,2310,123,ATLAS HOSPITAL,2,54,0,0.43,0.41119616470623654
2311,2311,123,ATLAS HOSPITAL,52,164,0,0.43,0.3667004143771392
2312,2312,123,ATLAS HOSPITAL,12,166,0,0.43,0.39165530281374117
2313,2313,123,ATLAS HOSPITAL,200,95,0,0.43,0.21079220345253086
2314,2314,123,ATLAS HOSPITAL,3,137,0,0.43,0.42137325567481
2315,2315,123,ATLAS HOSPITAL,180,77,0,0.43,0.27724304496274477
2316,2316,123,ATLAS HOSPITAL,191,134,0,0.43,0.2986279393485627
2317,2317,123,ATLAS HOSPITAL,57,104,0,0.43,0.2912390425269867
2318,2318,123,ATLAS HOSPITAL,47,106,0,0.43,0.34823819992422755
2319,2319,123,ATLAS HOSPITAL,167,10,0,0.43,0.33266116583443434
2320,2320,123,ATLAS HOSPITAL,183,159,0,0.43,0.25482334373179416
2321,2321,123,ATLAS HOSPITAL,185,176,0,0.43,0.24129818929564123
2322,2322,123,ATLAS HOSPITAL,131,69,0,0.43,0.27214414411512783
2323,2323,123,ATLAS HOSPITAL,12,26,0,0.43,0.3998765389607521
2324,2324,123,ATLAS HOSPITAL,75,77,0,0.43,0.30493549824289967
2325,2325,123,ATLAS HOSPITAL,130,24,0,0.43,0.3716359087205143
2326,2326,123,ATLAS HOSPITAL,10,83,0,0.43,0.4541818251071842
2327,2327,123,ATLAS HOSPITAL,175,102,0,0.43,0.24521017126226313
2328,2328,123,ATLAS HOSPITAL,111,40,0,0.43,0.32165546189901195
2329,2329,123,ATLAS HOSPITAL,50,94,0,0.43,0.3095034338167334
2330,2330,123,ATLAS HOSPITAL,54,11,0,0.43,0.3332684192053101
2331,2331,123,ATLAS HOSPITAL,168,115,0,0.43,0.3216751895496618
2332,2332,123,ATLAS HOSPITAL,184,34,0,0.43,0.3252586649444379
2333,2333,123,ATLAS HOSPITAL,9,166,0,0.43,0.4235883877054671
2334,2334,123,ATLAS HOSPITAL,163,36,0,0.43,0.336876648201065
2335,2335,123,ATLAS HOSPITAL,76,193,0,0.43,0.2868126089860299
2336,2336,123,ATLAS HOSPITAL,118,197,0,0.43,0.2272724100188129
2337,2337,123,ATLAS HOSPITAL,10,52,0,0.43,0.41571810826259525
2338,2338,123,ATLAS HOSPITAL,25,21,0,0.43,0.419144757334747
2339,2339,123,ATLAS HOSPITAL,167,26,0,0.43,0.359716485183743
2340,2340,123,ATLAS HOSPITAL,56,9,0,0.43,0.4665311481286427
2341,2341,123,ATLAS HOSPITAL,173,60,0,0.43,0.2422235999194416
2342,2342,123,ATLAS HOSPITAL,62,30,0,0.43,0.3525988648005316
2343,2343,123,ATLAS HOSPITAL,60,36,0,0.43,0.4192906042393733
2344,2344,123,ATLAS HOSPITAL,106,11,0,0.43,0.364865004240061
2345,2345,123,ATLAS HOSPITAL,138,149,0,0.43,0.2414497341485965
